FIRE_YEAR,Fire_Date,DISCOVERY_TIME,Days_to_extinguish_fire,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,FIPS_CODE,FIPS_NAME
2006,08-28-2001,,1,,100,D and above,34.93139998,-104.7518,NM,19,Guadalupe
2006,04-06-2002,,18,,100,D and above,33.49959997,-107.5296,NM,53,Socorro
2006,05-20-2006,,5,,100,D and above,36.09017,-103.8645,NM,21,Harding
2006,06-16-2006,,17,,100,D and above,36.09083,-104.5319,NM,33,Mora
2006,05-26-2006,,7,,100,D and above,33.9496,-103.3142,NM,41,Roosevelt
2006,05-26-2006,,3,,100,D and above,33.8245,-103.2405,NM,41,Roosevelt
2006,05-30-2006,,5,,100,D and above,34.1284,-103.5832,NM,41,Roosevelt
2006,07-24-2006,,2,,100,D and above,34.01917,-103.2847,NM,41,Roosevelt
2006,03-10-2007,,14,,100,D and above,33.8808,-103.1787,NM,41,Roosevelt
2006,08-18-2007,,8,,100,D and above,35.3899,-104.4574,NM,47,San Miguel
2006,06-21-2006,,11,,100,D and above,34.54902001,-80.00552001,SC,25,Chesterfield
2006,08-08-2008,,16,,100,D and above,32.33549,-81.12402,SC,53,Jasper
2006,08-27-2003,,12,,100,D and above,45.86008998,-104.0006,SD,,
2006,07-16-2005,,14,,100,D and above,44.27049998,-102.3844,SD,,
2006,07-16-2005,,5,,100,D and above,44.39430999,-102.5915,SD,,
2006,08-30-2005,,19,,100,D and above,43.83209998,-102.8081,SD,,
2006,06-14-2006,,6,,100,D and above,45.29209998,-101.9253,SD,,
2006,07-07-2006,,4,,100,D and above,44.91500001,-101.0852,SD,,
2006,07-13-2006,,17,,100,D and above,43.7735,-101.5087,SD,,
2006,07-16-2006,,9,,100,D and above,44.96249998,-100.2966,SD,,
2006,07-26-2006,,19,,100,D and above,45.23420001,-103.619,SD,,
2006,08-07-2006,,9,,100,D and above,43.90079998,-102.069,SD,,
2006,08-16-2006,,9,,100,D and above,44.46669999,-101.9694,SD,,
2006,08-03-2006,,14,,100,D and above,44.91920001,-99.33850002,SD,,
2006,07-17-2006,,6,,100,D and above,45.42229999,-102.9188,SD,,
2006,07-18-2006,,4,,100,D and above,45.45130001,-102.7545,SD,,
2006,07-17-2006,,11,,100,D and above,45.08950001,-102.8232,SD,,
2006,08-12-2006,,4,,100,D and above,44.46669999,-101.1848,SD,,
2006,08-22-2006,,3,,100,D and above,44.53899998,-102.9954,SD,,
2006,07-17-2006,,6,,100,D and above,43.79700001,-98.31539997,SD,,
2006,07-31-2007,,10,,100,D and above,45.2632,-102.6191,SD,,
2006,08-16-2007,,1,,100,D and above,43.1807,-103.4541,SD,,
2006,08-10-2007,,3,,100,D and above,43.4557,-102.2755,SD,,
2006,08-15-2000,,3,,100,D and above,31.11458,-95.60208001,TX,225,Houston
2006,07-24-1995,,2,,100,D and above,31.72708,-95.48541,TX,1,Anderson
2006,01-02-1999,,17,,100,D and above,32.03958,-95.76875,TX,1,Anderson
2006,08-13-2006,,17,,100,D and above,31.86418998,-99.53490997,TX,83,Coleman
2006,08-04-2005,,5,,100,D and above,31.44392999,-99.67827998,TX,95,Concho
2006,07-06-2005,,18,,100,D and above,32.71143998,-99.32471001,TX,417,Shackelford
2006,05-23-2005,,9,,100,D and above,30.7405,-103.9047,TX,243,Jeff Davis
2006,07-02-2005,,2,,100,D and above,30.74407997,-104.0947,TX,243,Jeff Davis
2006,03-17-2006,,18,,100,D and above,35.24284002,-101.1422,TX,65,Carson
2006,04-19-2006,,1,,100,D and above,33.14855002,-99.57772997,TX,207,Haskell
2006,05-03-2006,,10,,100,D and above,33.87236,-102.8212,TX,17,Bailey
2006,05-20-2006,,8,,100,D and above,32.9114,-101.3169,TX,33,Borden
2006,05-24-2006,,14,,100,D and above,31.78584002,-101.3886,TX,173,Glasscock
2006,05-22-2006,,12,,100,D and above,33.06888999,-101.3947,TX,169,Garza
2006,05-20-2006,,1,,100,D and above,30.58286,-104.0082,TX,243,Jeff Davis
2006,05-18-2006,,10,,100,D and above,32.71255002,-102.8088,TX,165,Gaines
2006,05-21-2006,,12,,100,D and above,32.42193997,-102.2236,TX,3,Andrews
2006,05-30-2006,,1,,100,D and above,31.59875001,-101.065,TX,431,Sterling
2006,06-16-2006,,14,,100,D and above,32.04354,-101.042,TX,431,Sterling
2006,06-16-2006,,6,,100,D and above,31.77899002,-101.1265,TX,431,Sterling
2006,05-22-2006,,10,,100,D and above,35.81627999,-102.8112,TX,205,Hartley
2006,07-12-2006,,4,,100,D and above,32.33020002,-102.4358,TX,3,Andrews
2006,06-16-2006,,14,,100,D and above,36.19454998,-101.4311,TX,195,Hansford
2006,07-27-2006,,5,,100,D and above,33.90887001,-101.5672,TX,189,Hale
2006,05-30-2006,,8,,100,D and above,35.20625,-101.4339,TX,65,Carson
2006,07-11-2006,,11,,100,D and above,33.35177,-100.3257,TX,433,Stonewall
2006,07-31-2006,,20,,100,D and above,34.90723998,-100.395,TX,87,Collingsworth
2006,06-11-2006,,18,,100,D and above,34.88698997,-101.2867,TX,11,Armstrong
2006,05-21-2006,,11,,100,D and above,34.93856999,-101.616,TX,11,Armstrong
2006,08-24-2006,,20,,100,D and above,30.79482999,-98.90481,TX,299,Llano
2006,08-25-2006,,17,,100,D and above,31.78236001,-101.2269,TX,431,Sterling
2006,08-14-2006,,7,,100,D and above,31.65865001,-103.0747,TX,495,Winkler
2006,07-10-2006,,20,,100,D and above,32.83111,-102.5427,TX,165,Gaines
2006,08-07-2006,,14,,100,D and above,34.00041999,-101.0852,TX,153,Floyd
2006,08-22-2006,,5,,100,D and above,33.10927998,-100.0647,TX,433,Stonewall
2006,03-09-2007,,6,,100,D and above,33.79174999,-97.21687001,TX,97,Cooke
2006,03-09-2007,,6,,100,D and above,32.19603998,-102.2354,TX,3,Andrews
2006,10-14-2007,,11,,100,D and above,34.3473,-99.40585,TX,487,Wilbarger
2006,08-02-2007,,12,,100,D and above,33.08004,-101.6,TX,305,Lynn
2006,04-16-2008,,10,,100,D and above,32.84412,-102.2266,TX,165,Gaines
2006,04-18-2008,,6,,100,D and above,32.90014,-102.9729,TX,165,Gaines
2006,06-17-2008,,11,,100,D and above,33.9303,-101.7498,TX,189,Hale
2006,06-17-2008,,7,,100,D and above,31.09565,-100.6408,TX,451,Tom Green
2006,06-15-2008,,5,,100,D and above,33.13764,-98.48597,TX,503,Young
2006,06-28-2008,,19,,100,D and above,31.29491,-99.53031,TX,95,Concho
2006,07-03-2008,,10,,100,D and above,35.01943,-100.6651,TX,129,Donley
2006,06-18-2008,,1,,100,D and above,34.80828,-101.8127,TX,381,Randall
2006,07-30-2008,,14,,100,D and above,31.19395,-101.043,TX,235,Irion
2006,08-02-2008,,4,,100,D and above,31.12479,-98.82172,TX,411,San Saba
2006,08-01-2008,,7,,100,D and above,32.34401,-100.612,TX,353,Nolan
2006,03-23-2008,,2,,100,D and above,30.51375,-99.13692,TX,319,Mason
2006,07-06-2008,,10,,100,D and above,33.00432,-99.20193,TX,447,Throckmorton
2006,07-31-2008,,14,,100,D and above,31.09588,-98.8261,TX,411,San Saba
2006,08-02-2008,,15,,100,D and above,31.07104,-98.83488,TX,411,San Saba
2006,08-10-2008,,6,,100,D and above,35.12787,-101.0557,TX,129,Donley
2006,06-14-2008,,16,,100,D and above,33.77505,-98.25819,TX,77,Clay
2006,06-28-2008,,10,,100,D and above,32.64182,-102.7349,TX,165,Gaines
2006,08-03-2008,,4,,100,D and above,32.35913,-96.63013,TX,139,Ellis
2006,08-15-2008,,14,,100,D and above,30.55116,-96.6598,TX,51,Burleson
2006,07-29-2008,,13,,100,D and above,33.69562,-98.71732,TX,9,Archer
2006,05-25-2008,,5,,100,D and above,32.0571,-102.5064,TX,495,Winkler
2006,04-23-2008,,4,,100,D and above,35.79623,-102.5434,TX,205,Hartley
2006,07-11-1994,,18,,100,D and above,40.36971,-107.80163,CO,,
2006,08-24-1994,,19,,100,D and above,39.82562,-102.24547,CO,,
2006,08-22-1995,,9,,100,D and above,38.63462,-102.64747,CO,,
2006,07-23-1994,,9,,100,D and above,38.16596,-102.71247,CO,,
2006,10-13-1995,,18,,100,D and above,37.17035,-103.20549,CO,,
2006,04-02-1993,,15,,100,D and above,37.14153,-102.23246,CO,,
2006,07-27-2000,,7,,100,D and above,43.27853,-103.61675,SD,,
2006,04-08-1999,,10,,100,D and above,45.6881,-99.548,SD,,
2006,09-05-2000,,3,,100,D and above,45.43682,-103.16567,SD,,
2006,09-17-2000,,20,,100,D and above,44.78765,-101.32389,SD,,
2006,08-13-2000,,15,,100,D and above,44.81285,-102.07641,SD,,
2006,09-17-2000,,7,,100,D and above,45.11851,-100.01596,SD,,
2006,04-18-2002,,10,,100,D and above,45.89067,-99.63085,SD,,
2006,09-17-2000,,10,,100,D and above,43.09504,-101.97248,SD,,
2006,08-15-2001,,5,,100,D and above,44.55369,-103.0138,SD,,
2006,09-05-2002,,1,,100,D and above,45.85623,-103.57241,SD,,
2006,08-16-2002,,14,,100,D and above,45.93225,-103.90757,SD,,
2007,08-01-1997,,10,,100,D and above,46.32549,-117.62538,WA,23,Garfield
2007,08-21-1998,,8,,100,D and above,46.3144,-117.26413,WA,3,Asotin
2007,09-02-2000,1435,3,,100,D and above,31.9489,-90.1542,MS,,
2007,07-09-1998,,20,,100,D and above,34.4333,-80.65,SC,,
2007,04-29-2002,,18,,100,D and above,34.3894,-79.6233,SC,,
2007,07-22-2000,,10,,100,D and above,36.1783,-84.1683,TN,,
2007,06-11-1992,,14,,100,D and above,26.89,-81.33,FL,43,Glades
2007,06-15-1992,,13,,100,D and above,27.03,-82.26,FL,115,Sarasota
2007,07-04-1992,,11,,100,D and above,26.19,-81.5481,FL,21,Collier
2007,07-15-1992,,2,,100,D and above,29.62,-81.3,FL,35,Flagler
2007,07-15-1992,,15,,100,D and above,28.71,-82.18,FL,119,Sumter
2007,08-01-1992,,4,,100,D and above,28.91,-81.48,FL,69,Lake
2007,06-04-1993,,7,,100,D and above,26.76,-81.62,FL,71,Lee
2007,06-13-1993,,1,,100,D and above,28.43,-82.03,FL,119,Sumter
2007,06-21-1993,,2,,100,D and above,25.97,-81.5,FL,21,Collier
2007,06-25-1993,,16,,100,D and above,28.34,-81.14,FL,97,Osceola
2007,04-24-1994,,5,,100,D and above,28.31,-82.72,FL,101,Pasco
2007,05-06-1995,,7,,100,D and above,27.59,-82.26,FL,81,Manatee
2007,07-11-1995,,4,,100,D and above,26.37,-80.68,FL,99,Palm Beach
2007,12-29-1995,,14,,100,D and above,27.84,-81.36,FL,105,Polk
2007,06-07-1996,,14,,100,D and above,27.47,-82.33,FL,81,Manatee
2007,06-30-1997,,1,,100,D and above,26.15,-80.35,FL,11,Broward
2007,07-09-1997,,11,,100,D and above,26.09,-80.43,FL,11,Broward
2007,07-12-1997,,9,,100,D and above,26.15,-80.45,FL,11,Broward
2007,07-13-1997,,4,,100,D and above,26.37,-80.29,FL,99,Palm Beach
2007,07-14-1997,,12,,100,D and above,26.05,-80.56,FL,11,Broward
2007,07-18-1997,,16,,100,D and above,26.14,-80.43,FL,11,Broward
2007,07-18-1997,,9,,100,D and above,26.1039,-80.6919,FL,11,Broward
2007,07-28-1997,,7,,100,D and above,26.05,-80.45,FL,11,Broward
2007,08-21-1997,,10,,100,D and above,28.12,-80.99,FL,97,Osceola
2007,06-19-1998,,18,,100,D and above,29.15,-81.48,FL,127,Volusia
2007,06-20-1998,,19,,100,D and above,27,-81.28,FL,43,Glades
2007,06-21-1998,,13,,100,D and above,26.99,-80.12,FL,85,Martin
2007,06-23-1998,,2,,100,D and above,30.27,-85.28,FL,13,Calhoun
2007,06-26-1998,,12,,100,D and above,27.52,-80.8,FL,93,Okeechobee
2007,07-01-1998,,10,,100,D and above,27.89,-80.91,FL,97,Osceola
2007,07-01-1998,,8,,100,D and above,27.64,-82.24,FL,81,Manatee
2007,07-01-1998,,6,,100,D and above,27.13,-82.24,FL,115,Sarasota
2007,07-04-1998,,13,,100,D and above,27.13,-82.24,FL,115,Sarasota
2007,07-31-1998,,16,,100,D and above,28.09,-80.9,FL,97,Osceola
2007,08-17-1998,,7,,100,D and above,26.82,-82.05,FL,15,Charlotte
2007,04-28-1999,,12,,100,D and above,26.84,-82.03,FL,15,Charlotte
2008,05-09-1999,,1,,100,D and above,26.98,-80.57,FL,85,Martin
2008,05-26-1999,,15,,100,D and above,26.61,-81.18,FL,51,Hendry
2008,05-27-1999,,12,,100,D and above,27.1,-82.23,FL,115,Sarasota
2008,06-11-1999,,10,,100,D and above,28.57,-82.29,FL,53,Hernando
2008,06-12-1999,,15,,100,D and above,27.14,-82.29,FL,115,Sarasota
2008,07-23-1999,,20,,100,D and above,28.54,-81.96,FL,119,Sumter
2008,07-31-1999,,16,,100,D and above,26.91,-80.36,FL,99,Palm Beach
2008,07-08-2001,,10,,100,D and above,25.9208,-80.5781,FL,11,Broward
2008,06-16-2001,,6,,100,D and above,26.4722,-81.8461,FL,71,Lee
2008,07-13-2000,,14,,100,D and above,27.18,-80.46,FL,85,Martin
2008,05-22-2001,,10,,100,D and above,26.9797,-80.3444,FL,85,Martin
2008,06-16-2001,,16,,100,D and above,27.2019,-81.5042,FL,55,Highlands
2008,08-13-2001,,5,,100,D and above,27.2156,-81.2922,FL,55,Highlands
2008,06-03-2000,,7,,100,D and above,27.22,-82.08,FL,81,Manatee
2008,06-22-2000,,18,,100,D and above,27.55,-82.18,FL,81,Manatee
2008,08-20-2000,,11,,100,D and above,27.5,-82.2,FL,81,Manatee
2008,06-03-2000,,12,,100,D and above,26.81,-81.8,FL,15,Charlotte
2008,06-03-2001,,17,,100,D and above,26.8947,-81.9156,FL,15,Charlotte
2008,05-24-2001,,14,,100,D and above,28.0919,-81.8972,FL,105,Polk
2008,06-23-2000,,7,,100,D and above,28.22,-80.9,FL,97,Osceola
2008,07-04-2001,,16,,100,D and above,27.9608,-81.0103,FL,97,Osceola
2008,05-12-2000,,3,,100,D and above,28.34,-82.01,FL,119,Sumter
2008,06-03-2002,,16,,100,D and above,28.31,-82.4772,FL,101,Pasco
2008,06-06-2001,,15,,100,D and above,28.9683,-81.7158,FL,83,Marion
2008,08-12-2000,,3,,100,D and above,30.02,-81.96,FL,19,Clay
2008,06-27-2002,,17,,100,D and above,30.5475,-82.8061,FL,47,Hamilton
2008,07-05-1997,,15,,100,D and above,35.7083,-78.1283,NC,,
2008,07-03-2002,,15,,100,D and above,35,-80.1333,NC,,
2008,05-11-2003,,9,,100,D and above,35.45,-76.0667,NC,,
2008,08-12-2003,1905,5,,100,D and above,44.366667,-106.033333,WY,19,Johnson
2008,08-12-1996,,10,,100,D and above,37.71805555,-120.6,CA,,
2008,08-12-1996,,2,,100,D and above,38.09805555,-120.5669444,CA,,
2008,09-03-2003,,5,,100,D and above,41.355,-123.9138889,CA,,
2008,05-24-1992,,6,,100,D and above,41.53111111,-122.4861111,CA,,
2008,06-23-1992,,3,,100,D and above,39.95111111,-122.3369444,CA,,
2008,10-23-1992,,11,,100,D and above,34.30194444,-116.4469444,CA,,
2009,05-26-2009,,1,,100,D and above,40.29903412,-98.72383118,NE,,
2009,09-20-2010,,7,,100,D and above,42.5,-101.1999969,NE,,
2009,04-06-2010,,4,,100,D and above,38.86960232,-80.63693619,WV,7,Braxton
2009,10-03-2000,1805,11,,100,D and above,32.0904,-110.1105,AZ,,
2009,07-14-2003,2015,11,,100,D and above,31.3965,-110.5847,AZ,,
2010,08-17-2000,,7,,100,D and above,39.63333333,-111.9,UT,,
2010,06-06-1999,,10,,100,D and above,36.58333333,-106.05,NM,,
2010,06-30-2001,,15,,100,D and above,39.95,-106.55,CO,,
2010,08-11-1994,,19,,100,D and above,43.54311,-103.865781,SD,,
2010,03-05-2010,2105,14,,100.3,D and above,30.4025,-93.6686,LA,,
2005,07-22-1992,1400,4,,100.4,D and above,29.71666667,-94.1,TX,,
2010,08-08-2010,,1,,101,D and above,31.039863,-86.064307,AL,61,Geneva
2009,07-10-2010,1632,5,1100,101,D and above,64.5867,-147.7892,AK,,
2005,04-16-2003,,10,,101,D and above,29.99999997,-85.26667002,FL,45,Gulf
2005,07-09-2008,,5,,101,D and above,28.44778,-80.94861,FL,95,Orange
2005,03-01-2009,,4,,101,D and above,30.00528,-85.41639,FL,5,Bay
2006,06-11-2008,,20,,101,D and above,33.90877,-82.1183,SC,37,Edgefield
2006,04-19-2006,,13,,101,D and above,29.42275002,-99.75522001,TX,463,Uvalde
2009,08-13-2010,,17,,101,D and above,35.190767,-103.101917,NM,37,Quay
2007,08-08-2008,,14,,101.26,D and above,44.78361,-119.54639,OR,23,Grant
2009,06-22-2010,1843,6,1400,101.5,D and above,66.2911,-158.1061,AK,,
2008,06-12-1992,457,17,1900,102,D and above,42.6999,-112.5508,ID,,
2005,06-16-2008,1215,15,1000,102,D and above,26.4317,-80.2333,FL,,
2009,08-26-2010,1822,14,1927,102,D and above,43.9819444,-115.743889,ID,15,Boise
2009,08-17-2010,1620,8,1800,102,D and above,44.7958333,-121.797222,OR,31,Jefferson
2005,06-17-2005,,11,,102,D and above,63.43332998,-154.7167,AK,,
2005,07-02-1997,,12,,102,D and above,64.46507,-146.2852,AK,,
2005,06-27-2007,,11,,102,D and above,26.12860998,-81.48443997,FL,21,Collier
2006,07-16-2006,,1,,102,D and above,46.1151,-106.7834,MT,87,Rosebud
2006,09-04-2002,,11,,102,D and above,44.11448,-100.8107,SD,,
2007,06-18-1998,,11,,102,D and above,28.59,-81.09,FL,95,Orange
2008,08-28-1999,,2,,102,D and above,40.17888888,-122.6230556,CA,,
2005,08-03-2006,,20,,102.14,D and above,32.9241556,-82.58982893,GA,1,Appling
2005,04-22-2006,,9,,102.6,D and above,28.92722001,-81.48943999,FL,69,Lake
2008,08-23-2000,1600,17,2000,103,D and above,43.78833333,-102.7483333,SD,33,Custer
2009,04-28-2006,851,19,1610,103,D and above,31.589892,-87.963868,AL,25,Clarke
2007,07-13-2007,,12,,103,D and above,45.92833,-118.21639,OR,59,Umatilla
2009,07-02-2010,1750,2,1528,103,D and above,67.8786,-157.9131,AK,,
2005,06-28-1996,1430,16,1500,103,D and above,35.71666667,-76.53333333,NC,,
2009,09-14-2010,859,7,829,103,D and above,44.3361111,-119.990278,OR,13,Crook
2005,08-05-2000,1800,12,,103,D and above,28.5416667,-80.6625,FL,,
2006,08-24-2006,,15,,103,D and above,31.66049999,-99.26966998,TX,83,Coleman
2008,08-16-2001,1200,12,1800,103.8,D and above,43.23013,-116.14386,ID,1,Ada
2009,06-20-2010,1528,10,1640,104,D and above,32.2917,-104.3439,NM,15,Eddy
2005,06-05-2002,1600,11,1800,104,D and above,25.91742,-81.17904,FL,,
2005,06-10-2008,,1,,104,D and above,28.09167,-80.96139,FL,97,Osceola
2006,06-23-2008,,19,,104,D and above,34.51667,-80.85,SC,57,Lancaster
2007,08-10-2000,,8,,104,D and above,33.7372,-87.1194,AL,,
2007,05-12-2001,,5,,104,D and above,31.2822,-87.3869,AL,,
2005,09-02-1996,1500,9,2000,104.1,D and above,39.8802,-105.2103,CO,,
2005,06-29-2006,,12,,104.13,D and above,32.19973397,-83.20662692,GA,315,Wilcox
2005,07-29-2001,1600,19,1600,104.8,D and above,26.00268,-81.10084,FL,,
2009,05-10-2010,1635,13,900,104.9,D and above,64.5111,-148.1106,AK,,
2006,07-21-1994,1435,13,1700,105,D and above,31.57676289,-109.4289326,AZ,3,Cochise
2009,05-13-2007,1650,2,1830,105,D and above,33.702139,-86.769835,AL,73,Jefferson
