FIRE_YEAR,Fire_Date,DISCOVERY_TIME,Days_to_extinguish_fire,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS
2010,07-26-2010,,0,,9,B
2010,07-27-2010,,0,,2,B
2010,07-31-2010,,0,,25,C
2010,08-01-2010,,0,,0.1,A
2010,08-02-2010,,0,,11,C
2010,08-03-2010,,0,,0.25,A
2010,08-04-2010,,0,,12.5,C
2010,08-04-2010,,0,,0.1,A
2010,08-04-2010,,0,,0.2,A
2010,08-05-2010,,0,,23,C
2010,08-06-2010,,0,,40,C
2010,08-08-2010,,0,,101,D
2010,08-16-2010,,0,,25,C
2010,09-12-2010,,0,,25,C
2010,09-16-2010,,0,,3,B
2010,09-19-2010,,0,,2.5,B
2010,09-21-2010,,0,,16,C
2010,10-12-2010,,0,,0.1,A
2010,10-13-2010,,0,,2,B
2010,10-25-2010,,0,,21.5,C
2010,10-26-2010,,0,,3,B
2010,01-21-2010,1011,5,,1,B
2010,03-29-2010,2140,10,,3,B
2010,04-08-2010,2000,8,,1,B
2010,05-15-2010,1200,6,,15,C
2010,05-27-2010,2005,9,,1,B
2010,05-29-2010,1802,7,,2,B
2010,06-18-2010,2035,1,,1,B
2010,06-19-2010,2300,2,,1,B
2010,06-21-2010,1919,4,,68,C
2010,06-22-2010,1930,5,,8,B
2010,06-22-2010,1442,8,,2,B
2010,06-23-2010,1935,5,,1,B
2010,06-25-2010,1408,7,,111,D
2010,06-27-2010,1445,10,,3,B
2010,07-04-2010,1714,8,,2,B
2010,07-04-2010,1202,6,,38,C
2010,07-18-2010,1735,0,,1,B
2010,07-19-2010,2025,2,,1,B
2010,07-24-2010,2339,2,,2,B
2010,07-26-2010,1630,4,,1,B
2010,07-26-2010,1320,7,,10,C
2010,07-27-2010,1723,1,,1,B
2010,07-30-2010,1705,10,,30,C
2010,07-31-2010,1400,7,,40,C
2010,07-31-2010,1433,7,,85,C
2010,07-31-2010,1550,8,,25,C
2010,08-01-2010,1959,5,,40,C
2010,08-02-2010,1340,1,,112,D
2010,08-04-2010,1330,0,,1,B
2010,08-05-2010,1551,0,,5,B
2010,08-05-2010,1454,9,,1,B
2010,08-06-2010,1930,6,,5,B
2010,08-07-2010,1330,5,,1,B
2010,08-09-2010,430,4,,5,B
2010,08-09-2010,1420,5,,2,B
2010,08-09-2010,1551,7,,3,B
2010,08-09-2010,1821,9,,1,B
2010,08-09-2010,1416,6,,3,B
2010,08-11-2010,2030,8,,1,B
2010,08-11-2010,1400,9,,1,B
2010,08-11-2010,1700,8,,1,B
2010,08-11-2010,1730,3,,1,B
2010,08-11-2010,1420,8,,52,C
2010,08-11-2010,1800,6,,1,B
2010,08-11-2010,1350,9,,1,B
2010,08-12-2010,1217,10,,1,B
2010,08-13-2010,1615,6,,3,B
2010,08-14-2010,1030,1,,5,B
2010,08-15-2010,1428,1,,45,C
2010,08-15-2010,1935,1,,3,B
2010,08-15-2010,1945,2,,70,C
2010,08-15-2010,1438,2,,10,C
2010,08-15-2010,2200,8,,6,B
2010,08-16-2010,1845,4,,8,B
2010,08-16-2010,1335,1,,20,C
2010,08-16-2010,1910,1,,1,B
2010,08-16-2010,1330,1,,32,C
2010,08-16-2010,1800,7,,2,B
2010,08-18-2010,1405,3,,24,C
2010,08-18-2010,1740,1,,1,B
2010,08-19-2010,1627,10,,20,C
2010,08-19-2010,1715,6,,2,B
2010,08-22-2010,1108,8,,23,C
2010,08-22-2010,1625,1,,4,B
2010,08-23-2010,1222,9,,2,B
2010,08-23-2010,1356,2,,1,B
2010,08-23-2010,1056,6,,30,C
2010,08-24-2010,1444,0,,77,C
2010,09-03-2010,1615,2,,18,C
2010,09-03-2010,1848,9,,3,B
2010,09-11-2010,1500,2,,1,B
2010,09-12-2010,1620,7,,1,B
2010,09-13-2010,1550,0,,1,B
2010,09-18-2010,1552,8,,18,C
2010,09-19-2010,1220,10,,3,B
2010,09-21-2010,1300,10,,1,B
2010,09-26-2010,1215,8,,6,B
2010,10-05-2010,1630,9,,3,B
2010,10-12-2010,1430,4,,1,B
2010,10-12-2010,1434,5,,2,B
2010,10-12-2010,1425,3,,2,B
2010,10-13-2010,1716,8,,60,C
2010,10-18-2010,1440,0,,18,C
2010,10-20-2010,1504,9,,14,C
2010,10-21-2010,1430,3,,1,B
2010,10-22-2010,1610,0,,2,B
2010,10-25-2010,915,2,,1,B
2010,10-26-2010,1115,9,,192,D
2010,10-26-2010,721,7,,1,B
2010,10-28-2010,1440,8,,19,C
2010,10-28-2010,1641,5,,40,C
2010,11-05-2010,1330,10,,50,C
2010,02-07-2010,0,8,,0.5,B
2010,02-07-2010,1930,2,,4.9,B
2010,02-17-2010,1800,3,,0.75,B
2010,02-17-2010,1800,8,,1,B
2010,02-16-2010,0,10,,4.3,B
2010,02-19-2010,1435,0,,2.5,B
2010,02-15-2010,1215,7,,1.1,B
2010,02-16-2010,1435,3,,17,C
2010,02-24-2010,1500,2,,0.25,A
2010,02-19-2010,1730,7,,0.75,B
2010,02-19-2010,1530,1,,55,C
2010,02-20-2010,2130,7,,0.75,B
2010,02-18-2010,1248,10,,0.9,B
2010,02-17-2010,1330,1,,2,B
2010,02-18-2010,1415,4,,0.25,A
2010,02-18-2010,1410,8,,4.4,B
2010,02-21-2010,700,9,,31.7,C
2010,02-20-2010,1220,1,,9.7,B
2010,02-20-2010,1230,9,,77.7,C
2010,02-18-2010,1610,6,,0.25,A
2010,02-18-2010,1410,7,,1.6,B
2010,02-20-2010,1930,1,,0.25,A
2010,02-18-2010,1410,0,,0.25,A
2010,02-17-2010,1330,7,,5,B
2010,02-17-2010,1330,5,,2.8,B
2010,02-17-2010,1330,2,,1.6,B
2010,02-17-2010,1330,10,,0.25,A
2010,02-17-2010,1330,4,,1.3,B
2010,02-17-2010,1330,3,,0.25,A
2010,02-18-2010,1600,8,,11.6,C
2010,02-18-2010,1610,9,,2,B
2010,01-19-2010,1430,3,,3.4,B
2010,01-19-2010,1430,6,,6,B
2010,01-27-2010,,10,,1.7,B
2010,01-27-2010,1530,5,,1.5,B
2010,01-28-2010,1939,3,,1.1,B
2010,01-28-2010,1320,3,,10,C
2010,02-18-2010,1410,1,,0.25,A
2010,02-28-2010,1400,4,,0.5,B
2010,02-28-2010,1443,8,,3.3,B
2010,02-28-2010,1250,3,,26.3,C
2010,02-25-2010,1345,6,,7.5,B
2010,02-18-2010,1415,8,,14.3,C
2010,02-25-2010,1600,2,,0.5,B
2010,02-25-2010,1600,3,,5.6,B
2010,02-23-2010,1355,2,,23.1,C
2010,02-25-2010,1420,8,,0.25,A
2010,02-25-2010,1420,5,,0.75,B
2010,02-25-2010,1420,6,,0.25,A
2010,02-25-2010,1420,5,,1.3,B
2010,02-25-2010,1410,10,,6.6,B
2010,02-28-2010,1520,1,,21.3,C
2010,02-25-2010,1410,6,,24,C
2010,02-25-2010,1500,8,,18,C
2010,02-10-2010,1628,9,,0.5,B
2010,02-20-2010,1445,8,,2,B
2010,02-25-2010,1454,3,,3,B
2010,02-18-2010,1430,3,,1.5,B
2010,02-20-2010,1512,10,,15.1,C
2010,02-20-2010,1400,0,,3,B
2010,03-04-2010,1817,7,,0.5,B
2010,03-05-2010,1911,1,,0.7,B
2010,03-06-2010,1443,3,,0.25,A
2010,03-05-2010,1500,6,,10.54,C
2010,03-05-2010,1500,8,,0.17,A
2010,03-05-2010,1500,5,,0.69,B
2010,03-05-2010,1500,5,,0.96,B
2010,03-07-2010,1700,6,,4.5,B
2010,02-19-2010,1410,6,,7,B
2010,02-19-2010,1520,6,,8.7,B
2010,03-06-2010,1510,4,,8,B
2010,02-15-2010,1430,4,,1.1,B
2010,02-17-2010,1745,0,,4.8,B
2010,03-06-2010,1528,2,,3.6,B
2010,03-07-2010,1500,9,,6.7,B
2010,03-07-2010,2000,7,,1.8,B
2010,03-06-2010,1425,10,,12.4,C
2010,03-06-2010,1020,2,,5,B
2010,03-06-2010,1410,8,,4.7,B
2010,03-12-2010,216,7,,0.25,A
2010,03-12-2010,830,5,,6.2,B
2010,02-18-2010,2230,2,,9.25,B
2010,03-06-2010,1230,10,,8.6,B
2010,02-28-2010,1830,3,,3.2,B
2010,03-06-2010,1515,7,,0.8,B
2010,03-14-2010,1700,0,,5.2,B
2010,03-15-2010,700,6,,3.6,B
2010,03-15-2010,1125,4,,0.1,A
2010,03-13-2010,1100,9,,308.1,E
2010,03-14-2010,1435,1,,136.1,D
2010,03-14-2010,1500,6,,49.4,C
2010,01-05-2010,1500,6,,6.8,B
2010,01-06-2010,1327,1,,0.25,A
2010,01-06-2010,1327,9,,9.2,B
2010,01-06-2010,1230,7,,0.25,A
2010,01-09-2010,1700,2,,0.25,A
2010,01-03-2010,1800,6,,0.25,A
2010,01-03-2010,1530,8,,0.8,B
2010,01-12-2010,1435,2,,3.4,B
2010,01-13-2010,1600,2,,1.8,B
2010,01-13-2010,1720,5,,1.8,B
2010,01-14-2010,1600,9,,0.1995,A
2010,01-14-2010,2030,4,,3.5,B
2010,01-27-2010,1310,5,,0.25,A
2010,01-27-2010,1435,8,,18.5,C
2010,01-27-2010,1900,0,,0.5,B
2010,03-05-2010,2105,5,,100.3,D
2010,03-07-2010,1535,1,,11.8,C
2010,03-07-2010,1635,10,,0.25,A
2010,03-08-2010,5,1,,0.25,A
2010,03-12-2010,1000,3,,1.4,B
2010,03-12-2010,1255,1,,230,D
2010,03-15-2010,2030,6,,0.25,A
2010,03-12-2010,2330,9,,2.4,B
2010,03-15-2010,2030,8,,0.25,A
2010,03-13-2010,1600,3,,31.7,C
2010,03-18-2010,1430,8,,3.2,B
2010,03-18-2010,1230,9,,1.6,B
2010,03-18-2010,1230,10,,6.4,B
2010,03-17-2010,2100,6,,0.25,A
2010,03-17-2010,1500,8,,2.8,B
2010,03-16-2010,2030,6,,1.7,B
2010,03-15-2010,2000,5,,1.6,B
2010,03-14-2010,1146,3,,1.4,B
2010,01-27-2010,1500,5,,4.1,B
2010,01-27-2010,1500,3,,0.65,B
2010,01-27-2010,1330,1,,14.5,C
2010,01-26-2010,1315,0,,6.9,B
2010,01-26-2010,1255,8,,18,C
2010,01-26-2010,1300,5,,9,B
2010,01-26-2010,1455,10,,40.4,C
2010,01-26-2010,1530,1,,0.5,B
2010,01-25-2010,1600,4,,38.8,C
2010,01-25-2010,1900,4,,0.25,A
2010,01-25-2010,1400,7,,1.9,B
2010,01-25-2010,1500,0,,15,C
2010,01-25-2010,1500,3,,0.25,A
2010,01-25-2010,1310,0,,26.4,C
2010,01-24-2010,1705,5,,0.25,A
2010,01-24-2010,1510,7,,4,B
2010,01-24-2010,1910,2,,3.7,B
2010,01-28-2010,2100,2,,0.75,B
2010,01-28-2010,2100,10,,14.6,C
2010,01-28-2010,2145,1,,0.75,B
2010,01-09-2010,1358,8,,1.03,B
2010,01-22-2010,1420,5,,2.7,B
2010,01-31-2010,1830,8,,0.1,A
2010,01-26-2010,1315,6,,31.2,C
2010,01-15-2010,1215,9,,39.1,C
2010,01-27-2010,1700,6,,19.2,C
2010,01-28-2010,1515,1,,5.4,B
2010,01-22-2010,1430,0,,1.4,B
2010,01-28-2010,1410,5,,0.8,B
2010,01-28-2010,1410,0,,0.25,A
2010,01-28-2010,1310,2,,3,B
2010,01-28-2010,1650,0,,0.25,A
2010,01-26-2010,1110,9,,12.7,C
2010,01-26-2010,1635,4,,7.1,B
2010,01-28-2010,1530,3,,11.2,C
2010,01-28-2010,1510,7,,49.3,C
2010,01-31-2010,1635,8,,3,B
2010,02-07-2010,1205,10,,4.89,B
2010,01-25-2010,1350,6,,12,C
2010,01-25-2010,1350,5,,5,B
2010,03-13-2010,2000,8,,6.7,B
2010,03-15-2010,1337,6,,25.6,C
2010,03-15-2010,1840,10,,0.5,B
2010,03-15-2010,1743,6,,0.5,B
2010,03-14-2010,1830,3,,0.75,B
2010,03-14-2010,1640,0,,4.3,B
2010,03-14-2010,1740,3,,3.7,B
2010,03-14-2010,1345,6,,7.5,B
2010,03-18-2010,1600,4,,9.6,B
2010,03-14-2010,1542,10,,0.25,A
2010,03-11-2010,1715,10,,0.25,A
2010,03-19-2010,1120,6,,1.4,B
2010,03-19-2010,2000,7,,0.18,A
2010,03-20-2010,1515,1,,0.11,A
2010,03-20-2010,1400,9,,0.17,A
2010,03-20-2010,1400,4,,8.68,B
2010,03-19-2010,1315,6,,4.6,B
2010,03-15-2010,1450,2,,50,C
2010,03-15-2010,1745,0,,0.25,A
2010,03-15-2010,1535,6,,0.75,B
2010,03-18-2010,1630,3,,1.9,B
2010,03-19-2010,1410,4,,2.5,B
2010,03-19-2010,1410,10,,7.7,B
2010,03-08-2010,1405,1,,0.6,B
2010,03-14-2010,1500,3,,5.8,B
2010,03-15-2010,1615,10,,5.7,B
2010,03-15-2010,2120,10,,24.6,C
2010,03-16-2010,1240,2,,2.5,B
2010,03-19-2010,1315,2,,1.2,B
2010,03-18-2010,1445,2,,11,C
2010,03-18-2010,1600,1,,51.4,C
2010,03-19-2010,700,4,,3.5,B
2010,03-19-2010,1930,1,,2.7,B
2010,03-22-2010,1410,4,,0.25,A
2010,03-22-2010,1410,10,,2.6,B
2010,03-22-2010,1410,5,,0.25,A
2010,03-23-2010,2030,9,,0.25,A
2010,03-22-2010,,0,,1.7,B
2010,03-22-2010,1730,4,,17.6,C
2010,03-22-2010,1730,0,,60.3,C
2010,03-22-2010,1730,3,,0.25,A
2010,03-11-2010,1645,8,,14.1,C
2010,03-17-2010,1527,6,,4.4,B
2010,04-24-2010,2000,5,,3.2,B
2010,04-26-2010,1350,0,,11.7,C
2010,03-19-2010,1900,8,,1.3,B
2010,03-31-2010,1130,10,,26.7,C
2010,03-25-2010,1610,10,,4.8,B
2010,03-25-2010,2030,3,,8.7,B
2010,03-20-2010,1334,3,,11.2,C
2010,03-19-2010,1930,3,,6.2,B
2010,03-12-2010,1730,0,,4.6,B
2010,04-28-2010,1325,5,,11.1,C
2010,04-15-2010,1825,6,,1.8,B
2010,04-17-2010,2000,9,,22.4,C
2010,04-10-2010,1715,2,,0.5,B
2010,04-18-2010,1440,8,,0.2,A
2010,04-30-2010,700,8,,27,C
2010,04-29-2010,2230,1,,0.25,A
2010,04-29-2010,2230,0,,0.25,A
2010,04-28-2010,1520,8,,1.2,B
2010,04-30-2010,1415,3,,4.2,B
2010,04-28-2010,1630,1,,1.8,B
2010,04-26-2010,1415,3,,39.3,C
2010,04-26-2010,1415,0,,6.2,B
2010,04-29-2010,1550,3,,286.5,D
2010,04-29-2010,2220,10,,0.5,B
2010,04-11-2010,1250,5,,3.5,B
2010,04-10-2010,1825,7,,13.3,C
2010,04-10-2010,2100,7,,0.1,A
2010,04-02-2010,2245,10,,7,B
2010,04-01-2010,1445,10,,0.7,B
2010,04-26-2010,1400,0,,6.5,B
2010,04-21-2010,1245,9,,3.3,B
2010,04-11-2010,1700,6,,8.4,B
2010,04-09-2010,1545,3,,2.6,B
2010,04-06-2010,1130,8,,6.3,B
2010,04-11-2010,1620,7,,5,B
2010,04-28-2010,1800,5,,1.8,B
2010,04-26-2010,1530,3,,0.25,A
2010,04-26-2010,1530,0,,0.25,A
2010,04-22-2010,1435,2,,2.7,B
2010,04-28-2010,1415,6,,0.4,B
2010,04-29-2010,1410,2,,18.8,C
2010,04-29-2010,2025,2,,1.5,B
2010,04-30-2010,2230,4,,5.5,B
2010,04-11-2010,1735,5,,3.7,B
2010,04-01-2010,1355,3,,34.3,C
2010,04-04-2010,,0,,1,B
2010,05-08-2010,1845,10,,0.1,A
2010,05-10-2010,1330,8,,0.1,A
2010,03-06-2010,1505,8,,1,B
2010,03-06-2010,1300,7,,4.3,B
2010,03-11-2010,1325,0,,0.25,A
2010,03-13-2010,1220,6,,34.5,C
2010,03-14-2010,1630,5,,3,B
2010,03-18-2010,1450,8,,25.25,C
2010,04-25-2010,1635,6,,1.46,B
2010,04-25-2010,1635,2,,2.99,B
2010,04-22-2010,1320,7,,5.9,B
2010,04-21-2010,1512,4,,6,B
2010,04-20-2010,1500,6,,5.3,B
2010,04-18-2010,1255,4,,0.5,B
2010,04-15-2010,1430,1,,10.7,C
2010,04-15-2010,1430,9,,8.7,B
2010,04-14-2010,1350,3,,5.3,B
2010,04-14-2010,1540,8,,0.25,A
2010,04-14-2010,1830,4,,1.25,B
2010,04-14-2010,1425,4,,1,B
2010,04-14-2010,1505,5,,0.2,A
2010,04-12-2010,2130,9,,0.71,B
2010,02-23-2010,1122,3,,0.7,B
2010,04-11-2010,1600,5,,4.25,B
2010,04-10-2010,1930,7,,0.25,A
2010,04-02-2010,1350,8,,39,C
2010,04-04-2010,1230,1,,5,B
2010,04-02-2010,1412,4,,1.4,B
2010,04-06-2010,930,6,,4.8,B
2010,04-12-2010,1753,2,,80,C
2010,02-21-2010,1120,4,,7.2,B
2010,05-02-2010,1420,0,,0.8,B
2010,05-03-2010,1455,4,,0.75,B
2010,05-03-2010,2130,7,,0.75,B
2010,05-04-2010,1025,1,,0.25,A
2010,05-04-2010,705,7,,0.25,A
2010,05-04-2010,1450,5,,3.1,B
2010,05-05-2010,1250,2,,0.25,A
2010,05-05-2010,900,4,,18.42,C
2010,05-05-2010,1515,3,,3.6,B
2010,05-05-2010,1500,9,,8.8,B
2010,05-05-2010,1100,3,,74.7,C
2010,05-05-2010,1505,8,,0.3,B
2010,05-05-2010,1720,0,,8.5,B
2010,05-06-2010,1430,1,,0.5,B
2010,05-08-2010,1240,8,,4.4,B
2010,05-09-2010,1600,3,,2.5,B
2010,05-06-2010,1410,10,,0.5,B
2010,05-07-2010,1030,2,,3.7,B
2010,05-07-2010,1440,5,,38.3,C
2010,05-08-2010,1410,9,,6.7,B
2010,05-08-2010,1125,4,,1.4,B
2010,05-08-2010,1525,7,,0.8,B
2010,05-08-2010,1705,3,,0.6,B
2010,05-08-2010,1705,4,,0.4,B
2010,05-08-2010,1315,3,,15.5,C
2010,05-08-2010,1955,9,,1.5,B
2010,05-09-2010,1450,5,,3.5,B
2010,05-09-2010,1715,1,,4.3,B
2010,05-09-2010,2200,9,,0.86,B
2010,05-09-2010,1715,1,,14.4,C
2010,05-09-2010,1715,0,,11.5,C
2010,05-09-2010,1715,0,,2.3,B
2010,05-14-2010,1421,4,,1.8,B
2010,05-14-2010,1600,6,,0.8,B
2010,05-13-2010,1205,6,,16.2,C
2010,05-09-2010,1715,10,,4.7,B
2010,05-09-2010,1715,6,,0.4,B
2010,05-09-2010,1715,5,,2.5,B
2010,05-09-2010,1715,5,,0.2,A
2010,05-09-2010,1715,0,,0.4,B
2010,05-09-2010,1715,0,,3.2,B
2010,05-09-2010,1715,8,,0.6,B
2010,05-09-2010,1715,4,,5.6,B
2010,05-09-2010,535,6,,29.1,C
2010,05-09-2010,535,8,,0.4,B
2010,05-09-2010,1020,10,,3.9,B
2010,05-10-2010,1835,2,,43.8,C
2010,05-10-2010,1255,4,,0.3,B
2010,05-10-2010,1255,10,,0.1,A
2010,05-10-2010,600,5,,5.3,B
2010,05-10-2010,905,3,,16.4,C
2010,05-10-2010,1500,9,,1.1,B
2010,05-10-2010,1255,8,,2.9,B
2010,05-10-2010,1255,3,,1.5,B
2010,05-13-2010,1205,4,,4.4,B
2010,05-10-2010,1533,5,,1.1,B
2010,05-10-2010,1745,4,,6.9,B
2010,05-04-2010,705,8,,0.25,A
2010,05-12-2010,1800,6,,0.25,A
2010,05-12-2010,1800,6,,0.25,A
2010,05-12-2010,1530,6,,1.3,B
2010,05-13-2010,1700,5,,23.4,C
2010,05-15-2010,1229,5,,3.7,B
2010,05-14-2010,1444,0,,2.5,B
2010,05-23-2010,1600,2,,15.5,C
2010,05-23-2010,1425,6,,4.4,B
2010,05-13-2010,1455,7,,42.8,C
2010,02-20-2010,1005,8,,893,E
2010,05-20-2010,1030,10,,13.6,C
2010,05-20-2010,1030,7,,3.5,B
2010,05-24-2010,1240,7,,10.2,C
2010,05-25-2010,2205,2,,24,C
2010,05-24-2010,1710,2,,1.1,B
2010,05-24-2010,1240,10,,4.5,B
2010,05-24-2010,1240,4,,0.25,A
2010,05-24-2010,1240,8,,0.25,A
2010,05-29-2010,1344,8,,11.6,C
2010,05-25-2010,1100,7,,1.9,B
2010,05-10-2010,1533,0,,0.6,B
2010,05-29-2010,1220,8,,20.5,C
2010,05-27-2010,1325,6,,10.8,C
2010,05-26-2010,1520,1,,0.2,A
2010,05-31-2010,1720,10,,0.25,A
2010,05-31-2010,1325,9,,4,B
2010,05-12-2010,1720,7,,0.25,A
2010,05-26-2010,1010,0,,34.5,C
2010,05-23-2010,1510,1,,3.8,B
2010,05-21-2010,1510,5,,19.6,C
2010,05-29-2010,1400,10,,7.2,B
2010,05-28-2010,1220,0,,3.1,B
2010,05-29-2010,1030,9,,12.8,C
2010,05-28-2010,1555,9,,1.6,B
2010,05-31-2010,1510,5,,2.8,B
2010,05-12-2010,1515,10,,34.2,C
2010,05-14-2010,300,0,,1.3,B
2010,05-26-2010,1440,6,,0.1,A
2010,05-26-2010,1445,2,,0.1,A
2010,05-22-2010,1425,3,,1.3,B
2010,05-22-2010,1425,9,,1.3,B
2010,05-22-2010,1545,4,,0.2,A
2010,05-23-2010,1455,10,,10.2,C
2010,05-09-2010,1545,2,,0.3,B
2010,05-24-2010,1240,6,,1,B
2010,06-01-2010,1710,5,,5.9,B
2010,06-02-2010,1030,7,,0.25,A
2010,06-16-2010,1050,3,,0.2,A
2010,06-15-2010,1730,2,,2.2,B
2010,06-14-2010,1350,6,,0.5,B
2010,05-07-2010,1555,10,,1.5,B
2010,05-09-2010,940,9,,0.25,A
2010,05-29-2010,1330,3,,0.2,A
2010,06-20-2010,2310,4,,0.1,A
2010,06-13-2010,1300,6,,2,B
2010,06-14-2010,1350,3,,1.4,B
2010,06-14-2010,1350,7,,0.25,A
2010,06-14-2010,1350,8,,0.5,B
2010,06-14-2010,1350,8,,0.25,A
2010,06-14-2010,1350,3,,5.5,B
2010,06-14-2010,1350,8,,13.1,C
2010,06-15-2010,1520,9,,0.25,A
2010,06-20-2010,1535,0,,0.5,B
2010,06-21-2010,1700,5,,2.7,B
2010,06-21-2010,1455,1,,1.2,B
2010,06-21-2010,1730,10,,0.25,A
2010,06-18-2010,2030,4,,0.5,B
2010,06-11-2010,1600,10,,0.25,A
2010,06-17-2010,1000,9,,15,C
2010,06-20-2010,1445,4,,1.8,B
2010,06-20-2010,1420,10,,45.24,C
2010,06-19-2010,1515,1,,3.3,B
2010,06-19-2010,1515,1,,34.4,C
2010,06-14-2010,1530,5,,0.9,B
2010,06-14-2010,1240,8,,0.25,A
2010,06-26-2010,940,5,,27,C
2010,06-14-2010,1350,2,,0.32,B
2010,06-14-2010,1350,3,,1,B
2010,06-24-2010,1445,1,,55.4,C
2010,06-24-2010,1445,7,,1.4,B
2010,06-26-2010,1450,9,,1,B
2010,06-19-2010,956,1,,11.5,C
2010,06-22-2010,1512,0,,0.25,A
2010,06-27-2010,1600,9,,4.2,B
2010,06-27-2010,1350,2,,1.5,B
2010,06-27-2010,1430,7,,10.4,C
2010,06-19-2010,950,3,,0.1,A
2010,07-01-2010,1545,5,,0.25,A
2010,06-23-2010,1435,10,,0.25,A
2010,07-15-2010,0,6,,37.9,C
2010,07-09-2010,1420,4,,10.4,C
2010,07-10-2010,1000,7,,0.25,A
2010,07-04-2010,1900,6,,2.2,B
2010,07-11-2010,1145,4,,6.15,B
2010,07-16-2010,1300,3,,0.25,A
2010,07-23-2010,1550,8,,3.3,B
2010,05-13-2010,1025,8,,2.71,B
2010,05-09-2010,1555,3,,0.9,B
2010,05-20-2010,1230,9,,1.1,B
2010,07-15-2010,1505,0,,0.25,A
2010,07-28-2010,1800,9,,0.3,B
2010,07-23-2010,1800,2,,61.3,C
2010,06-28-2010,2130,3,,1.3,B
2010,06-21-2010,1645,3,,0.25,A
2010,05-27-2010,1730,4,,7,B
2010,05-14-2010,600,4,,2.5,B
2010,05-18-2010,1330,10,,0.25,A
2010,08-03-2010,1320,6,,0.25,A
2010,09-13-2010,930,8,,24.4,C
2010,09-06-2010,1425,1,,0.64,B
2010,09-26-2010,1730,3,,0.25,A
2010,10-11-2010,1810,1,,15.3,C
2010,10-11-2010,1830,7,,3.3,B
2010,08-06-2010,1310,0,,3.2,B
2010,08-06-2010,1310,4,,16.8,C
2010,08-16-2010,1730,5,,0.1,A
2010,08-05-2010,1830,9,,2,B
2010,10-12-2010,1222,6,,0.25,A
2010,10-13-2010,1540,0,,0.25,A
2010,10-29-2010,1325,9,,2.7,B
2010,10-27-2010,1315,7,,0.01,A
2010,08-23-2010,0,1,,0.7,B
2010,11-21-2010,1510,3,,0.25,A
2010,03-11-2010,2330,8,,0.25,A
2010,03-19-2010,2300,2,,0.75,B
2010,03-20-2010,1445,1,,4.1,B
2010,03-20-2010,1105,0,,2.3,B
2010,03-22-2010,1435,0,,13.5,C
2010,03-24-2010,2100,8,,7.3,B
2010,03-11-2010,1300,0,,0.7,B
2010,03-18-2010,1400,10,,0.23,A
2010,03-19-2010,1440,9,,29.5,C
2010,03-23-2010,1600,2,,0.5,B
2010,03-23-2010,1015,4,,35,C
2010,03-20-2010,1630,6,,2,B
2010,03-27-2010,1440,7,,7.2,B
2010,03-26-2010,1540,9,,0.26,B
2010,03-26-2010,1620,6,,0.6,B
2010,03-28-2010,900,10,,1.2,B
2010,03-27-2010,1720,2,,2.75,B
2010,03-27-2010,1720,3,,0.38,B
2010,03-29-2010,1535,10,,0.7,B
2010,03-29-2010,1535,0,,1.4,B
2010,03-26-2010,1540,7,,0.3,B
2010,03-30-2010,1400,4,,0.1,A
2010,03-28-2010,1025,10,,2.7,B
2010,03-29-2010,1900,3,,6.8,B
2010,03-30-2010,1315,8,,7.4,B
2010,03-30-2010,1335,7,,9.9,B
2010,03-31-2010,35,7,,0.25,A
2010,03-29-2010,1420,3,,3.5,B
2010,03-24-2010,1330,7,,3.2,B
2010,03-26-2010,1035,8,,42.6,C
2010,03-28-2010,2000,0,,1.4,B
2010,03-27-2010,1445,4,,125,D
2010,03-31-2010,2030,0,,3.2,B
2010,03-31-2010,630,9,,4.9,B
2010,03-28-2010,2130,3,,3.5,B
2010,03-27-2010,1525,3,,16.4,C
2010,03-27-2010,1535,1,,1.5,B
2010,03-27-2010,1355,3,,2.7,B
2010,03-28-2010,1000,0,,0.5,B
2010,03-28-2010,2030,7,,2.9,B
2010,03-28-2010,950,2,,16.8,C
2010,03-28-2010,2130,8,,9.3,B
2010,03-29-2010,1415,2,,54.1,C
2010,03-30-2010,1145,2,,2.8,B
2010,03-18-2010,2230,1,,19.6,C
2010,03-30-2010,1440,7,,5.3,B
2010,04-05-2010,2030,3,,0.2,A
2010,03-06-2010,1330,5,,0.7,B
2010,03-07-2010,1540,2,,0.1,A
2010,03-13-2010,1645,7,,3.3,B
2010,03-19-2010,1800,3,,2,B
2010,03-30-2010,1145,7,,358,E
2010,03-31-2010,1315,7,,172.6,D
2010,03-30-2010,1630,9,,75.1,C
2010,03-12-2010,1730,4,,0.3,B
2010,03-07-2010,1600,0,,0.3,B
2010,03-06-2010,1525,5,,6.9,B
2010,03-29-2010,1500,6,,17.7,C
2010,03-23-2010,1210,1,,22.1,C
2010,03-16-2010,1400,9,,7.4,B
2010,03-19-2010,1515,6,,0.8,B
2010,03-17-2010,1730,10,,2.6,B
2010,03-31-2010,1340,0,,4.8,B
2010,03-28-2010,1700,6,,1.5,B
2010,03-29-2010,1620,0,,2.8,B
2010,03-29-2010,1800,3,,1.4,B
2010,04-06-2010,1430,3,,2.1,B
2010,04-06-2010,1415,4,,1.3,B
2010,03-30-2010,1350,3,,0.25,A
2010,03-28-2010,1330,1,,0.25,A
2010,04-02-2010,1250,6,,20.6,C
2010,04-07-2010,1700,10,,0.5,B
2010,03-07-2010,1400,0,,6.3,B
